PortName,Country,Latitude,Longitude,Region,Sub Region,country_id,created_by
Tornea (Tornio),Finland,24.18333333,65.85,Europe,Northern Europe,74,1
Tornio (Tornea),Finland,24.18333333,65.85,Europe,Northern Europe,74,1
Turku (Abo),Finland,22.28333333,60.45,Europe,Northern Europe,74,1
Valko (Valkom),Finland,26.24664,60.41392,Europe,Northern Europe,74,1
Valkom (Valko),Finland,26.24664,60.41392,Europe,Northern Europe,74,1
Bassens,France,-0.516666667,44.9,Europe,Western Europe,75,1
Brest,France,-4.483333333,48.4,Europe,Western Europe,75,1
Dunkerque,France,2.383333333,51.03333333,Europe,Western Europe,75,1
Fos-sur-Mer,France,4.933333333,43.43333333,Europe,Western Europe,75,1
la Pallice,France,-1.216666667,46.16666667,Europe,Western Europe,75,1
La Rochelle,France,-1.15,46.16666667,Europe,Western Europe,75,1
Le Havre,France,0.1,49.5,Europe,Western Europe,75,1
Marseille,France,5.4,43.3,Europe,Western Europe,75,1
Montoir-de-Bretagne,France,-2.15,47.33333333,Europe,Western Europe,75,1
Port-Vendres,France,3.116666667,42.51666667,Europe,Western Europe,75,1
Radicatel,France,0.5,49.5,Europe,Western Europe,75,1
Rouen,France,1.1,49.45,Europe,Western Europe,75,1
Sete,France,3.7,43.4,Europe,Western Europe,75,1
Toulon,France,5.933333333,43.11666667,Europe,Western Europe,75,1
Degrad des Cannes,French Guiana,-52.26666667,4.85,Americas,Latin America and the Caribbean,76,1
Bora Bora,French Polynesia,-151.75,-16.45,Oceania,Polynesia,77,1
Papeete,French Polynesia,-149.6166667,-17.55,Oceania,Polynesia,77,1
Libreville,Gabon,9.45356,0.39241,Africa,Sub-Saharan Africa,79,1
Port Gentil,Gabon,8.78151,-0.71933,Africa,Sub-Saharan Africa,79,1
Banjul,Gambia The,-16.57803,13.45274,Africa,Sub-Saharan Africa,80,1
Batumi,Georgia,41.63392,41.64228,Asia,Western Asia,81,1
Poti,Georgia,41.67384,42.14272,Asia,Western Asia,81,1
Brake,Germany,8.483333333,53.33333333,Europe,Western Europe,82,1
Bremen,Germany,8.80717,53.07582,Europe,Western Europe,82,1
Bremerhaven,Germany,8.59298,53.53615,Europe,Western Europe,82,1
Cuxhaven,Germany,8.7,53.88333333,Europe,Western Europe,82,1
Emden,Germany,7.216666667,53.36666667,Europe,Western Europe,82,1
Hamburg,Germany,9.99302,53.55073,Europe,Western Europe,82,1
Kiel,Germany,10.13333333,54.33333333,Europe,Western Europe,82,1
Lubeck,Germany,10.68729,53.86893,Europe,Western Europe,82,1
Rostock,Germany,12.13333333,54.08333333,Europe,Western Europe,82,1
Travemunde,Germany,10.8709,53.96304,Europe,Western Europe,82,1
Wilhelmshaven,Germany,8.133333333,53.51666667,Europe,Western Europe,82,1
Takoradi,Ghana,-1.76029,4.89816,Africa,Sub-Saharan Africa,83,1
Tema,Ghana,-0.01657,5.6698,Africa,Sub-Saharan Africa,83,1
Gibraltar,Gibraltar,-5.35257,36.14474,Europe,Southern Europe,84,1
Heraklion (Iraklion),Greece,25.16666667,35.33333333,Europe,Southern Europe,85,1
Iraklion (Heraklion),Greece,25.16666667,35.33333333,Europe,Southern Europe,85,1
Piraeus,Greece,23.61666667,37.93333333,Europe,Southern Europe,85,1
Thessaloniki,Greece,22.95,40.63333333,Europe,Southern Europe,85,1
Volos,Greece,22.95,39.36666667,Europe,Southern Europe,85,1
Nuuk (Godthaab),Greenland,-51.75,64.18333333,Americas,Northern America,86,1
Sisimiut (Holsteinsborg),Greenland,-53.6735,66.93946,Americas,Northern America,86,1
Saint George's,Grenada,-61.75226,12.05288,Americas,Latin America and the Caribbean,87,1
Point-a-Pitre Apt,Guadeloupe,-61.51666667,16.26666667,Americas,Latin America and the Caribbean,88,1
Piti,Guam,144.6833333,13.43333333,Oceania,Micronesia,89,1
Puerto Barrios,Guatemala,-88.59444,15.72778,Americas,Latin America and the Caribbean,90,1
Puerto Santo Tomas de Castilla,Guatemala,-88.61666667,15.7,Americas,Latin America and the Caribbean,90,1
Conakry,Guinea,-13.67729,9.53795,Africa,Sub-Saharan Africa,92,1
Bissau,Guinea-Bissau,-15.58333333,11.85,Africa,Sub-Saharan Africa,93,1
Georgetown,Guyana,-58.15527,6.80448,Americas,Latin America and the Caribbean,94,1
Cap-Haitien,Haiti,-72.2,19.75,Americas,Latin America and the Caribbean,95,1
Lafiteau,Haiti,-72.43333333,18.48333333,Americas,Latin America and the Caribbean,95,1
Port-au-Prince,Haiti,-72.33881,18.54349,Americas,Latin America and the Caribbean,95,1
Puerto Castilla,Honduras,-85.96667,16.01667,Americas,Latin America and the Caribbean,97,1
Puerto Cortes,Honduras,-87.92968,15.82562,Americas,Latin America and the Caribbean,97,1
San Lorenzo,Honduras,-87.44722,13.42417,Americas,Latin America and the Caribbean,97,1
Hong Kong,Hong Kong S.A.R.,114.17469,22.27832,Asia,Eastern Asia,98,1
Grundarfjordur,Iceland,-23.26313,64.92427,Europe,Northern Europe,100,1
Reydarfjordur,Iceland,-14.21832,65.03164,Europe,Northern Europe,100,1
Reykjavik,Iceland,-21.95,64.15,Europe,Northern Europe,100,1
Chennai (ex Madras),India,80.28333333,13.08333333,Asia,Southern Asia,101,1
Cochin,India,76.23333333,9.966666667,Asia,Southern Asia,101,1
Ennore,India,80.32835,13.24751,Asia,Southern Asia,101,1
Haldia,India,88.10975,22.06046,Asia,Southern Asia,101,1
Hazira,India,72.62343557,21.09641041,Asia,Southern Asia,101,1
Kandla,India,70.21666667,23.03333333,Asia,Southern Asia,101,1
Kattupalli Port,India,80.38333333,13.3,Asia,Southern Asia,101,1
Kolkata (ex Calcutta),India,88.35,22.56666667,Asia,Southern Asia,101,1
Krishnapatnam,India,80.12388,14.28874,Asia,Southern Asia,101,1
Mangalore,India,74.85603,12.91723,Asia,Southern Asia,101,1
Marmagao (Marmugao),India,73.78333333,15.4,Asia,Southern Asia,101,1
Mumbai (ex Bombay),India,72.81666667,18.96666667,Asia,Southern Asia,101,1
Mundra,India,69.7219,22.83918,Asia,Southern Asia,101,1
Paradip Garh,India,86.61666667,20.31666667,Asia,Southern Asia,101,1
Pipavav (Victor) Port,India,71.55,20.96666667,Asia,Southern Asia,101,1
Port Blair,India,92.74635,11.66613,Asia,Southern Asia,101,1
Tuticorin,India,78.13333333,8.783333333,Asia,Southern Asia,101,1
Visakhapatnam,India,83.3,17.7,Asia,Southern Asia,101,1
Balikpapan,Indonesia,116.8333333,-1.283333333,Asia,South-eastern Asia,102,1
Banjarmasin,Indonesia,114.59075,-3.31987,Asia,South-eastern Asia,102,1
Batam Island,Indonesia,104.0333333,1.083333333,Asia,South-eastern Asia,102,1
Belawan Sumatra,Indonesia,98.6832,3.7755,Asia,South-eastern Asia,102,1
Benete,Indonesia,116.7166667,-8.866666667,Asia,South-eastern Asia,102,1
Benoa,Indonesia,115.2166667,-8.766666667,Asia,South-eastern Asia,102,1
Bitung Sulawesi ,Indonesia,125.12824,1.44059,Asia,South-eastern Asia,102,1
Gorontalo Sulawesi ,Indonesia,123.3908,-0.8985,Asia,South-eastern Asia,102,1
Jakarta Java ,Indonesia,106.8333333,-6.133333333,Asia,South-eastern Asia,102,1
Jayapura Irian Jaya ,Indonesia,140.7,-2.533333333,Asia,South-eastern Asia,102,1
Kendari Sulawesi ,Indonesia,122.51507,-3.9778,Asia,South-eastern Asia,102,1
Kumai,Indonesia,111.7166667,-2.733333333,Asia,South-eastern Asia,102,1
Luwuk,Indonesia,122.7875,-0.9516,Asia,South-eastern Asia,102,1
Makassar,Indonesia,119.4,-5.116666667,Asia,South-eastern Asia,102,1
Medan Sumatra ,Indonesia,98.66667,3.58333,Asia,South-eastern Asia,102,1
Padang,Indonesia,100.35,-0.95,Asia,South-eastern Asia,102,1
Palembang Sumatra ,Indonesia,104.7458,-2.91673,Asia,South-eastern Asia,102,1
Panjang,Indonesia,100.6199,0.3087,Asia,South-eastern Asia,102,1
Perawang,Indonesia,102.8666667,1.066666667,Asia,South-eastern Asia,102,1
Pontianak Kalimantan ,Indonesia,109.325,-0.03194,Asia,South-eastern Asia,102,1
Samarinda Kalimantan ,Indonesia,117.14583,-0.49167,Asia,South-eastern Asia,102,1
Semarang,Indonesia,110.4833333,-6.966666667,Asia,South-eastern Asia,102,1
Sorong,Indonesia,131.26104,-0.87956,Asia,South-eastern Asia,102,1
Surabaya,Indonesia,112.75,-7.233333333,Asia,South-eastern Asia,102,1
Tanjungpinang,Indonesia,104.45,0.916666667,Asia,South-eastern Asia,102,1
Tarakan Kalimantan ,Indonesia,117.59152,3.31332,Asia,South-eastern Asia,102,1
Timika,Indonesia,136.55,-4.75,Asia,South-eastern Asia,102,1
Tolitoli,Indonesia,121.1679,1.2718,Asia,South-eastern Asia,102,1
Tual,Indonesia,132.7333333,-5.633333333,Asia,South-eastern Asia,102,1
Asaluyeh,Iran,52.6,27.46666667,Asia,Southern Asia,103,1
Bandar Abbas,Iran,56.26666667,27.18333333,Asia,Southern Asia,103,1
Bandar Khomeini,Iran,49.1,30.43333333,Asia,Southern Asia,103,1
Bushehr,Iran,50.83333333,28.96666667,Asia,Southern Asia,103,1
Abu Al Fulus,Iraq,48.04246,30.44783,Asia,Western Asia,104,1
Basra,Iraq,47.7804,30.50852,Asia,Western Asia,104,1
Umm Qasr Port,Iraq,47.93333333,30.03333333,Asia,Western Asia,104,1
Cork,Ireland,-8.47061,51.89797,Europe,Northern Europe,105,1
Dublin,Ireland,-6.24889,53.33306,Europe,Northern Europe,105,1
Waterford,Ireland,-7.1,52.25,Europe,Northern Europe,105,1
Ashdod,Israel,34.64966,31.79213,Asia,Western Asia,106,1
Haifa,Israel,34.98333333,32.8,Asia,Western Asia,106,1
Ancona,Italy,13.5,43.63333333,Europe,Southern Europe,107,1
Bari,Italy,16.85,41.13333333,Europe,Southern Europe,107,1
Cagliari,Italy,9.116666667,39.21666667,Europe,Southern Europe,107,1
Catania,Italy,15.1,37.5,Europe,Southern Europe,107,1
Civitavecchia,Italy,11.8,42.1,Europe,Southern Europe,107,1
Genova,Italy,8.95,44.41666667,Europe,Southern Europe,107,1
Gioia Tauro,Italy,15.9,38.41666667,Europe,Southern Europe,107,1
La Spezia,Italy,9.833333333,44.11666667,Europe,Southern Europe,107,1
Livorno,Italy,10.31666667,43.55,Europe,Southern Europe,107,1
Marina di Carrara,Italy,10.04142,44.03837,Europe,Southern Europe,107,1
Monfalcone,Italy,13.53292,45.80463,Europe,Southern Europe,107,1
Napoli,Italy,14.25,40.83333333,Europe,Southern Europe,107,1
Olbia,Italy,9.516666667,40.91666667,Europe,Southern Europe,107,1
Palermo,Italy,13.36666667,38.11666667,Europe,Southern Europe,107,1
Pozzuoli,Italy,14.0952,40.84394,Europe,Southern Europe,107,1
Ravenna,Italy,12.20121,44.41344,Europe,Southern Europe,107,1
Salerno,Italy,14.79328,40.67545,Europe,Southern Europe,107,1
Savona,Italy,8.5,44.28333333,Europe,Southern Europe,107,1
Trapani,Italy,12.48333333,38.01666667,Europe,Southern Europe,107,1
Trieste,Italy,13.77678,45.64953,Europe,Southern Europe,107,1
Vado Ligure,Italy,8.45,44.26666667,Europe,Southern Europe,107,1
Venezia,Italy,12.33333333,45.43333333,Europe,Southern Europe,107,1
Kingston,Jamaica,-76.79358,17.99702,Americas,Latin America and the Caribbean,108,1
Montego Bay,Jamaica,-77.91883,18.47116,Americas,Latin America and the Caribbean,108,1
Aburatsu,Japan,144.26971,44.02127,Asia,Eastern Asia,109,1
Akita,Japan,140.11667,39.71667,Asia,Eastern Asia,109,1
Chiba,Japan,140.11667,35.6,Asia,Eastern Asia,109,1
Fukuyama Hiroshima ,Japan,133.36667,34.48333,Asia,Eastern Asia,109,1
Hachinohe,Japan,141.5,40.5,Asia,Eastern Asia,109,1
Hakata,Japan,133.1,34.18333333,Asia,Eastern Asia,109,1
Hiroshima,Japan,132.45,34.4,Asia,Eastern Asia,109,1
Hitachi,Japan,140.65,36.6,Asia,Eastern Asia,109,1
Hososhima,Japan,131.66667,32.43333,Asia,Eastern Asia,109,1
Imabari,Japan,133.00023,34.07001,Asia,Eastern Asia,109,1
Imari,Japan,129.87877,33.27362,Asia,Eastern Asia,109,1
Isa,Japan,130.6,32.05,Asia,Eastern Asia,109,1
Iwakuni,Japan,132.22,34.16297,Asia,Eastern Asia,109,1
Kanazawa,Japan,136.61667,36.6,Asia,Eastern Asia,109,1
Kashima Ibaraki ,Japan,140.64474,35.96536,Asia,Eastern Asia,109,1
Kawasaki,Japan,139.71722,35.52056,Asia,Eastern Asia,109,1
Kitakyushu,Japan,130.8333333,33.83333333,Asia,Eastern Asia,109,1
Kobe,Japan,135.1666667,34.68333333,Asia,Eastern Asia,109,1
Kochi,Japan,133.53333,33.55,Asia,Eastern Asia,109,1
Kumamoto,Japan,130.69181,32.80589,Asia,Eastern Asia,109,1
Maizuru,Japan,135.33333,35.45,Asia,Eastern Asia,109,1
Matsuyama,Japan,132.76574,33.83916,Asia,Eastern Asia,109,1
Miike Fukuoka ,Japan,130.47791,33.05207,Asia,Eastern Asia,109,1
Mitajiri,Japan,131.5833333,34.03333333,Asia,Eastern Asia,109,1
Mizushima,Japan,133.73896,34.5298,Asia,Eastern Asia,109,1
Moji/Kitakyushu,Japan,130.9666667,33.9,Asia,Eastern Asia,109,1
Muroran,Japan,140.98806,42.31722,Asia,Eastern Asia,109,1
Nagasaki,Japan,129.88333,32.75,Asia,Eastern Asia,109,1
Nagoya Aichi ,Japan,136.90641,35.18147,Asia,Eastern Asia,109,1
Naha Okinawa ,Japan,127.68333,26.21667,Asia,Eastern Asia,109,1
Naoetsu,Japan,138.25,37.18333,Asia,Eastern Asia,109,1
Niigata,Japan,139.00589,37.88637,Asia,Eastern Asia,109,1
Oita,Japan,131.6,33.23333,Asia,Eastern Asia,109,1
Omaezaki,Japan,138.21934,34.59882,Asia,Eastern Asia,109,1
Onahama,Japan,140.9,36.95,Asia,Eastern Asia,109,1
Osaka,Japan,135.5,34.66666667,Asia,Eastern Asia,109,1
Otake,Japan,132.22063,34.20754,Asia,Eastern Asia,109,1
Otaru,Japan,141.00222,43.18944,Asia,Eastern Asia,109,1
Sakaiminato,Japan,133.23094,35.53774,Asia,Eastern Asia,109,1
Sakata,Japan,139.855,38.91667,Asia,Eastern Asia,109,1
Satsumasendai,Japan,130.25,31.81666667,Asia,Eastern Asia,109,1
Shibushi,Japan,131.10114,31.476,Asia,Eastern Asia,109,1
Shimizu,Japan,142.88472,43.00611,Asia,Eastern Asia,109,1
Takamatsu,Japan,134.05,34.33333,Asia,Eastern Asia,109,1
Tokushima,Japan,134.56667,34.06667,Asia,Eastern Asia,109,1
Tokuyama,Japan,131.81667,34.05,Asia,Eastern Asia,109,1
Tokyo,Japan,139.75,35.68333333,Asia,Eastern Asia,109,1
Tomakomai,Japan,141.60333,42.63694,Asia,Eastern Asia,109,1
Toyohashi,Japan,137.38333,34.76667,Asia,Eastern Asia,109,1
Tsuruga,Japan,136.0558,35.64547,Asia,Eastern Asia,109,1
Ube,Japan,131.25111,33.94306,Asia,Eastern Asia,109,1
Wakayama,Japan,135.16667,34.23333,Asia,Eastern Asia,109,1
Yatsushiro,Japan,130.59952,32.50439,Asia,Eastern Asia,109,1
Yokkaichi,Japan,136.61667,34.96667,Asia,Eastern Asia,109,1
Yokohama,Japan,139.65,35.45,Asia,Eastern Asia,109,1
Al 'Aqabah,Jordan,35,29.53333333,Asia,Western Asia,111,1
Mombasa,Kenya,39.66359,-4.05466,Africa,Sub-Saharan Africa,113,1
Tarawa,Kiribati,172.97696,1.3278,Oceania,Micronesia,114,1
Busan,Korea South,129.05,35.13333333,Asia,Eastern Asia,116,1
Daesan/Seosan,Korea South,126.3666667,37,Asia,Eastern Asia,116,1
Dangjin,Korea South,126.7833333,36.96666667,Asia,Eastern Asia,116,1
Gunsan,Korea South,126.7166667,35.98333333,Asia,Eastern Asia,116,1
Gwangyang,Korea South,127.7,34.93333333,Asia,Eastern Asia,116,1
Incheon,Korea South,126.6166667,37.45,Asia,Eastern Asia,116,1
Masan,Korea South,128.5666667,35.2,Asia,Eastern Asia,116,1
Mokpo,Korea South,126.3833333,34.8,Asia,Eastern Asia,116,1
Pohang,Korea South,129.3666667,36.03333333,Asia,Eastern Asia,116,1
Pyeongtaek,Korea South,127.1,36.96666667,Asia,Eastern Asia,116,1
Ulsan,Korea South,129.3166667,35.53333333,Asia,Eastern Asia,116,1
Shuaiba,Kuwait,48.13333333,29.03333333,Asia,Western Asia,117,1
Shuwaikh,Kuwait,47.93333333,29.35,Asia,Western Asia,117,1
Riga,Latvia,24.10589,56.946,Europe,Northern Europe,120,1
Beirut,Lebanon,35.48333333,33.83333333,Asia,Western Asia,121,1
Tripoli,Lebanon,35.84415,34.43352,Asia,Western Asia,121,1
Monrovia,Liberia,-10.8,6.3,Africa,Sub-Saharan Africa,123,1
Al Khums,Libya,14.26666667,32.65,Africa,Northern Africa,124,1
Bingazi (Benghazi),Libya,20.06859,32.11486,Africa,Northern Africa,124,1
Misurata,Libya,15.09254,32.37535,Africa,Northern Africa,124,1
Tripoli,Libya,13.18733,32.88743,Africa,Northern Africa,124,1
Klaipeda,Lithuania,21.13912,55.7068,Europe,Northern Europe,126,1
Antsiranana,Madagascar,49.29188,-12.31732,Africa,Sub-Saharan Africa,130,1
Ehoala,Madagascar,46.95,-25.06666667,Africa,Sub-Saharan Africa,130,1
Majunga (Mahajanga),Madagascar,46.31667,-15.71667,Africa,Sub-Saharan Africa,130,1
Nosy-Be,Madagascar,48.25,-13.33333333,Africa,Sub-Saharan Africa,130,1
Tamatave (Toamasina),Madagascar,49.40234,-18.1492,Africa,Sub-Saharan Africa,130,1
Tulear (Toliara),Madagascar,43.66667,-23.35,Africa,Sub-Saharan Africa,130,1
Bintulu Sarawak ,Malaysia,113.03333,3.16667,Asia,South-eastern Asia,132,1
Kota Kinabalu Sabah ,Malaysia,116.0724,5.9749,Asia,South-eastern Asia,132,1
Kuching Sarawak ,Malaysia,110.33333,1.55,Asia,South-eastern Asia,132,1
Labuan Sabah ,Malaysia,115.26924,5.28883,Asia,South-eastern Asia,132,1
Malacca,Malaysia,102.2405,2.196,Asia,South-eastern Asia,132,1
Pasir Gudang Johor ,Malaysia,103.878,1.4726,Asia,South-eastern Asia,132,1
Penang (Georgetown),Malaysia,100.3166667,5.416666667,Asia,South-eastern Asia,132,1
Port Klang (Pelabuhan Klang),Malaysia,101.4,3,Asia,South-eastern Asia,132,1
Sandakan Sabah ,Malaysia,118.1179,5.8402,Asia,South-eastern Asia,132,1
Sibu Sarawak ,Malaysia,111.81667,2.3,Asia,South-eastern Asia,132,1
